date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-05-31,3125.33,3143.28,3117.18,3111.56,1529504.25,7.12,0.23,3092.22,3093.495,3094.58,1636779.4,1592778.41,1614010.59
2017-05-26,3101.29,3120.66,3110.06,3100.39,1559234.88,2.23,0.07,3083.92,3090.8,3096.453,1638246.0,1575488.71,1618980.33
2017-05-25,3055.34,3114.66,3107.83,3052.83,1913918.38,43.75,1.43,3080.034,3088.145,3098.56,1585669.48,1579249.33,1646915.12
2017-05-24,3047.57,3064.81,3064.08,3022.3,1398133.5,2.13,0.07,3076.496,3083.512,3100.211,1500125.88,1579199.39,1636158.26
2017-05-23,3069.39,3084.24,3061.95,3050.84,1783106.0,-13.73,-0.45,3084.568,3082.383,3103.736,1557847.5,1600180.49,1642960.74
2017-05-22,3087.17,3103.94,3075.68,3063.15,1536837.25,-14.95,-0.48,3094.77,3084.241,3107.114,1548777.42,1556936.56,1646944.16
2017-05-19,3086.71,3095.48,3090.63,3081.28,1296352.25,0.49,0.02,3097.68,3084.534,3111.988,1512731.42,1583779.74,1652483.16
2017-05-18,3082.33,3103.44,3090.14,3077.96,1486200.38,-14.3,-0.46,3096.256,3085.775,3116.062,1572829.17,1630358.15,1683102.54
2017-05-17,3107.8,3119.58,3104.44,3101.3,1686741.62,-8.52,-0.27,3090.528,3089.498,3120.089,1658272.9,1659705.6,1715411.56
2017-05-16,3082.87,3113.51,3112.96,3060.53,1737755.62,22.73,0.74,3080.198,3092.589,3124.703,1642513.47,1654795.36,1725405.16
2017-05-15,3085.93,3098.91,3090.23,3085.93,1356607.25,6.72,0.22,3073.712,3095.664,3130.163,1565095.7,1635242.76,1744885.98
2017-05-12,3054.11,3090.49,3083.51,3051.87,1596841.0,22.01,0.72,3071.388,3102.107,3137.955,1654828.05,1662471.94,1784309.89
2017-05-11,3036.79,3063.56,3061.5,3016.53,1913419.0,8.71,0.28,3075.294,3108.975,3147.578,1687887.13,1714580.91,1808141.28
2017-05-10,3078.17,3090.82,3052.79,3051.59,1607944.5,-27.74,-0.9,3088.468,3116.91,3158.194,1661138.3,1693117.13,1847161.23
2017-05-09,3064.85,3084.21,3080.53,3056.56,1350666.75,1.92,0.06,3104.98,3125.088,3170.003,1667077.25,1685740.99,1907404.63
2017-05-08,3090.07,3093.45,3078.61,3067.69,1805269.0,-24.43,-0.79,3117.616,3129.988,3179.446,1705389.83,1736951.75,1956218.6
2017-05-05,3114.77,3117.61,3103.04,3092.09,1762136.38,-24.33,-0.78,3132.826,3139.442,3189.847,1670115.83,1721186.59,1984009.63
2017-05-04,3127.11,3143.82,3127.37,3111.39,1779674.88,-7.98,-0.26,3142.656,3146.348,3198.745,1741274.7,1735846.94,2018546.81
2017-05-03,3138.31,3148.29,3135.35,3123.75,1637639.25,-8.36,-0.27,3145.352,3150.68,3205.892,1725095.95,1771117.52,2053723.16
2017-05-02,3147.23,3154.78,3143.71,3136.54,1542229.62,-10.95,-0.35,3145.196,3156.816,3210.25,1704404.72,1796014.95,2070062.66
2017-04-28,3144.02,3154.73,3154.66,3136.58,1628899.0,2.47,0.08,3142.36,3164.662,3213.576,1768513.67,1854529.19,2116518.92
2017-04-27,3131.35,3155.0,3152.19,3097.33,2117930.75,11.34,0.36,3146.058,3173.803,3217.909,1772257.35,1906147.84,2143126.76
2017-04-26,3132.92,3152.95,3140.85,3131.42,1698781.12,6.28,0.2,3150.04,3186.18,3222.946,1730419.18,1901701.64,2118085.22
2017-04-25,3123.89,3145.27,3134.57,3117.45,1534183.12,5.04,0.16,3156.008,3199.478,3229.252,1817139.1,2001205.33,2134072.51
2017-04-24,3164.25,3164.25,3129.53,3111.21,1862774.38,-43.62,-1.38,3168.436,3214.918,3235.996,1887625.18,2129068.26,2167252.31
2017-04-21,3170.29,3180.79,3173.15,3158.63,1647617.38,1.05,0.03,3186.964,3228.904,3241.947,1940544.7,2175485.45,2170628.17
2017-04-20,3165.67,3178.18,3172.1,3148.18,1908739.88,1.41,0.04,3201.548,3240.251,3245.55,2040038.33,2246832.66,2183113.12
2017-04-19,3184.67,3189.44,3170.69,3147.07,2132380.75,-26.02,-0.81,3222.32,3251.141,3250.026,2072984.1,2301246.67,2169035.78
2017-04-18,3215.4,3225.05,3196.71,3196.49,1886613.5,-25.46,-0.79,3242.948,3261.103,3254.032,2185271.55,2336328.8,2147690.96
2017-04-17,3229.95,3229.95,3222.17,3199.91,2127372.0,-23.9,-0.74,3261.4,3263.683,3256.069,2370511.35,2344110.38,2153651.89
2017-04-14,3276.14,3276.71,3246.07,3238.9,2145085.5,-29.89,-0.91,3270.844,3262.49,3258.408,2410426.2,2378508.65,2141991.29
2017-04-13,3265.22,3281.14,3275.96,3261.49,2073468.75,2.13,0.07,3278.954,3262.014,3258.192,2453627.0,2380105.67,2106764.86
2017-04-12,3283.84,3284.93,3273.83,3262.28,2693818.0,-15.14,-0.46,3279.962,3259.713,3256.361,2529509.25,2334468.81,2076564.44
2017-04-11,3266.22,3290.39,3288.97,3244.4,2812812.5,19.58,0.6,3279.258,3259.026,3254.52,2487386.05,2266939.69,2023710.42
2017-04-10,3285.46,3285.46,3269.39,3265.01,2326946.25,-17.23,-0.52,3265.966,3257.074,3250.71,2317709.4,2205436.36,1951406.16
2017-04-07,3280.62,3295.19,3286.62,3275.05,2361089.5,5.62,0.17,3254.136,3254.99,3248.078,2346591.1,2165770.89,1918744.41
2017-04-06,3272.19,3286.67,3281.0,3265.76,2452880.0,10.69,0.33,3245.074,3250.85,3245.779,2306584.35,2119393.59,1881055.63
2017-04-05,3235.66,3270.65,3270.31,3233.24,2483202.0,47.8,1.48,3239.464,3248.911,3243.85,2139428.37,2036824.89,1840443.74
2017-03-31,3206.25,3226.25,3222.51,3205.54,1964429.25,12.27,0.38,3238.794,3246.961,3242.028,2046493.32,1959053.11,1794329.73
2017-03-30,3235.14,3240.02,3210.24,3195.85,2471354.75,-31.07,-0.96,3248.182,3248.455,3241.818,2093163.32,1963193.41,1774649.44
2017-03-29,3252.87,3262.1,3241.31,3233.28,2161055.75,-11.64,-0.36,3255.844,3254.325,3242.808,1984950.67,1905473.94,1741689.24
2017-03-28,3265.63,3265.63,3252.95,3246.09,1617100.12,-14.01,-0.43,3256.626,3254.37,3243.089,1932202.82,1833424.05,1728975.23
2017-03-27,3268.92,3283.24,3266.96,3262.12,2018526.75,-2.49,-0.08,3258.358,3253.008,3242.528,1934221.4,1818660.06,1723742.38
2017-03-24,3247.35,3275.21,3269.45,3241.12,2197779.25,20.9,0.64,3255.128,3250.014,3240.613,1871612.9,1780481.15,1714106.58
2017-03-23,3245.81,3262.09,3248.55,3221.93,1930291.5,3.33,0.1,3248.728,3244.345,3239.812,1833223.5,1697375.96,1697420.8
2017-03-22,3246.22,3255.78,3245.22,3229.13,1897316.5,-16.39,-0.5,3252.806,3241.165,3239.953,1825997.2,1671717.93,1705496.12
2017-03-21,3250.25,3262.22,3261.61,3246.7,1627193.0,10.8,0.33,3252.114,3240.709,3240.753,1734645.28,1642717.66,1714357.19
2017-03-20,3241.11,3251.13,3250.81,3228.12,1705484.25,13.36,0.41,3247.658,3238.789,3240.339,1703098.73,1644062.6,1738834.07
2017-03-17,3271.87,3274.19,3237.45,3232.28,2005832.25,-31.49,-0.96,3244.9,3237.095,3239.797,1689349.4,1629606.34,1769635.91
2017-03-16,3247.16,3269.77,3268.94,3247.16,1894160.0,27.18,0.84,3239.962,3235.181,3238.028,1561528.43,1586105.48,1782458.39
2017-03-15,3235.4,3243.71,3241.76,3227.74,1440556.88,2.43,0.07,3229.524,3231.29,3236.062,1517438.65,1577904.55,1796228.36
2017-03-14,3235.25,3246.33,3239.33,3231.52,1469460.25,2.31,0.07,3229.304,3231.807,3234.624,1550790.05,1624526.41,1844954.37
2017-03-13,3209.45,3237.12,3237.02,3193.16,1636737.62,24.26,0.76,3229.92,3232.047,3233.554,1585026.48,1628824.7,1865880.4
2017-03-10,3213.73,3222.32,3212.76,3208.45,1366727.38,-3.99,-0.12,3229.29,3231.211,3232.545,1569863.28,1647732.01,1894139.27
2017-03-09,3233.7,3233.87,3216.75,3205.28,1673711.12,-23.91,-0.74,3230.4,3235.278,3231.742,1610682.52,1697465.64,1945477.36
2017-03-08,3240.53,3245.3,3240.66,3230.61,1607313.88,-1.75,-0.05,3233.056,3238.741,3230.063,1638370.45,1739274.32,1957611.97
2017-03-07,3233.09,3242.66,3242.41,3226.82,1640642.38,8.54,0.26,3234.31,3240.797,3226.379,1698262.77,1785996.71,1949706.37
2017-03-06,3217.33,3234.66,3233.87,3215.07,1560921.62,15.56,0.48,3234.174,3241.889,3221.913,1672622.92,1833605.55,1931842.97
2017-03-03,3219.2,3221.16,3218.31,3206.61,1570823.62,-11.72,-0.36,3233.132,3242.498,3218.069,1725600.75,1909665.49,1917396.03
2017-03-02,3250.52,3256.81,3230.03,3228.66,1812150.75,-16.9,-0.52,3240.156,3240.875,3214.162,1784248.75,1978811.3,1884967.22
2017-03-01,3240.07,3259.98,3246.93,3237.87,1906775.5,5.2,0.16,3244.426,3240.834,3210.619,1840178.2,2014552.17,1851298.07
2017-02-28,3225.97,3242.68,3241.73,3225.97,1512443.12,13.07,0.41,3247.284,3237.44,3205.75,1873730.65,2065382.32,1811996.21
2017-02-27,3249.19,3251.65,3228.66,3224.09,1825810.75,-24.77,-0.76,3249.604,3235.06,3200.791,1994588.17,2102936.1,1799360.99
2017-02-24,3246.86,3253.96,3253.43,3233.53,1864063.62,2.05,0.06,3251.864,3233.878,3196.196,2093730.22,2140546.53,1774400.65
2017-02-23,3258.83,3264.08,3251.38,3236.35,2091798.0,-9.84,-0.3,3241.594,3228.205,3189.682,2173373.85,2193489.09,1742380.85
2017-02-22,3252.69,3261.38,3261.22,3243.84,2074537.75,7.89,0.24,3237.242,3221.385,3182.178,2188926.15,2175949.61,1699716.66
2017-02-21,3242.22,3254.34,3253.33,3239.88,2116730.75,13.37,0.41,3227.596,3211.961,3174.767,2257034.0,2113416.03,1661879.84
2017-02-20,3198.96,3241.46,3239.96,3198.96,2321521.0,37.88,1.18,3220.516,3201.937,3167.539,2211284.03,2030080.39,1624122.23
2017-02-17,3227.71,3238.4,3202.08,3199.42,2262281.75,-27.54,-0.85,3215.892,3193.639,3160.713,2187362.83,1925126.58,1636989.18
2017-02-16,3210.36,3230.28,3229.62,3207.79,2169559.5,16.63,0.52,3214.816,3187.448,3156.247,2213604.33,1791123.14,1602012.2
2017-02-15,3215.46,3236.0,3212.99,3206.56,2415077.0,-4.94,-0.15,3205.528,3180.403,3150.73,2162973.08,1688043.97,1567978.85
2017-02-14,3216.14,3219.4,3217.93,3205.29,1887980.88,1.09,0.03,3196.326,3174.059,3146.918,1969798.05,1558610.09,1536406.11
2017-02-13,3198.99,3219.41,3216.84,3198.99,2201915.0,20.14,0.63,3183.358,3166.521,3144.105,1848876.75,1495785.88,1531886.67
2017-02-10,3183.01,3205.05,3196.7,3182.8,2393489.25,13.52,0.42,3171.386,3158.514,3141.825,1662890.33,1408254.77,1507647.96
2017-02-09,3164.69,3186.84,3183.18,3162.57,1916403.25,16.2,0.51,3160.08,3151.158,3139.706,1368641.95,1291272.61,1479827.98
2017-02-08,3148.09,3167.45,3166.98,3132.03,1449201.88,13.89,0.44,3155.278,3142.97,3138.817,1213114.85,1223483.71,1471371.64
2017-02-07,3154.4,3159.54,3153.09,3140.04,1283374.38,-3.89,-0.12,3151.792,3137.573,3138.408,1147422.13,1210343.65,1482841.97
2017-02-06,3143.09,3158.84,3156.98,3135.39,1271982.88,16.81,0.54,3149.684,3133.141,3137.55,1142695.0,1218164.08,1489456.84
2017-02-03,3160.08,3162.68,3140.17,3136.01,922247.38,-19.0,-0.6,3145.642,3127.786,3134.882,1153619.2,1348851.79,1492491.26
2017-01-26,3149.22,3163.1,3159.17,3148.91,1138767.75,9.62,0.3,3142.236,3125.045,3132.679,1213903.28,1412901.26,1512690.54
2017-01-25,3137.65,3151.47,3149.55,3133.19,1120738.25,7.0,0.22,3130.662,3121.057,3129.832,1233852.58,1447913.73,1523615.69
2017-01-24,3134.59,3149.53,3142.55,3131.22,1259738.75,5.78,0.18,3123.354,3119.777,3128.088,1273265.18,1514202.13,1538343.25
2017-01-23,3125.42,3145.84,3136.77,3125.42,1326603.88,13.63,0.44,3116.598,3121.689,3127.089,1293633.15,1567987.46,1551642.25
2017-01-20,3095.82,3125.66,3123.14,3095.21,1223667.75,21.84,0.7,3109.93,3125.136,3125.758,1544084.37,1607041.15,1568400.44
2017-01-19,3104.97,3115.78,3101.3,3094.01,1238514.25,-11.71,-0.38,3107.854,3128.254,3126.579,1611899.25,1668383.34,1591119.55
2017-01-18,3104.77,3123.72,3113.01,3098.59,1317801.25,4.24,0.14,3111.452,3134.665,3128.385,1661974.87,1719259.56,1622547.14
2017-01-17,3087.03,3108.91,3108.77,3072.34,1361578.62,5.34,0.17,3116.2,3139.243,3127.879,1755139.07,1755340.29,1635370.46
2017-01-16,3104.49,3105.14,3103.43,3044.29,2578860.0,-9.33,-0.3,3126.78,3141.958,3128.345,1842341.77,1760749.61,1644376.39
2017-01-13,3116.08,3130.51,3112.76,3102.16,1562742.12,-6.53,-0.21,3140.342,3141.979,3129.322,1669997.92,1636130.74,1597927.74
2017-01-12,3133.6,3144.97,3119.29,3115.98,1488892.38,-17.46,-0.56,3148.654,3140.313,3129.568,1724867.42,1612479.81,1614785.94
2017-01-11,3156.69,3167.03,3136.75,3136.27,1783622.25,-24.92,-0.79,3157.878,3138.608,3130.63,1776544.25,1599317.66,1641020.77
2017-01-10,3167.57,3174.58,3161.67,3157.33,1797592.12,-9.57,-0.3,3162.286,3136.399,3131.545,1755541.5,1562484.38,1644421.91
2017-01-09,3148.53,3173.14,3171.24,3147.74,1717140.75,16.92,0.54,3157.136,3132.489,3131.109,1679157.45,1535297.04,1691896.53
2017-01-06,3163.78,3172.03,3154.32,3153.03,1837089.62,-11.09,-0.35,3143.616,3126.38,3134.192,1602263.55,1529759.74,1708051.46
2017-01-05,3157.91,3168.5,3165.41,3154.28,1747276.5,6.62,0.21,3131.972,3124.904,3137.244,1500092.2,1513855.77,1701552.07
2017-01-04,3133.79,3160.1,3158.79,3130.11,1678608.5,22.87,0.73,3119.338,3122.106,3140.086,1422091.08,1525834.73,1698724.67
2017-01-03,3105.31,3136.46,3135.92,3105.31,1415671.88,32.28,1.04,3110.512,3116.515,3142.129,1369427.25,1515400.64,1693580.59
2016-12-30,3097.35,3108.84,3103.64,3089.99,1332671.25,7.54,0.24,3107.842,3114.731,3145.568,1391436.63,1528003.16,1734302.19
2016-12-29,3095.84,3111.8,3096.1,3087.34,1326232.88,-6.14,-0.2,3109.144,3116.665,3152.578,1457255.93,1559724.74,1797452.23
2016-12-28,3113.77,3118.78,3102.24,3094.55,1357270.88,-12.42,-0.4,3117.836,3118.823,3161.439,1527619.33,1617092.08,1850020.53
2016-12-27,3117.39,3127.88,3114.66,3113.75,1415289.38,-7.91,-0.25,3124.874,3122.652,3168.828,1629578.38,1682723.88,1903945.01
2016-12-26,3095.58,3122.88,3122.57,3068.42,1525718.75,12.42,0.4,3122.518,3126.69,3177.241,1661374.02,1726359.44,1993598.68
2016-12-23,3134.93,3138.4,3110.15,3103.75,1661767.75,-29.41,-0.94,3121.62,3129.73,3184.963,1664569.7,1848496.01,2058088.36
2016-12-22,3132.16,3143.17,3139.56,3126.89,1678049.88,2.13,0.07,3124.186,3142.003,3192.552,1662193.55,1886343.19,2091960.78
2016-12-21,3107.24,3140.25,3137.43,3107.24,1867066.12,34.55,1.11,3119.81,3149.584,3197.661,1706564.82,1889248.37,2124220.54
2016-12-20,3115.9,3117.01,3102.88,3084.8,1574267.62,-15.2,-0.49,3120.43,3158.065,3202.847,1735869.37,1871614.61,2155847.04
2016-12-19,3120.7,3125.28,3118.08,3110.08,1541697.12,-4.9,-0.16,3130.862,3167.742,3210.12,1791344.85,1871760.54,2207949.43
2016-12-16,3111.51,3128.87,3122.98,3106.35,1649887.0,5.3,0.17,3137.84,3176.405,3215.123,2032422.33,1940601.23,2246191.0
2016-12-15,3125.76,3138.78,3117.68,3100.91,1899906.25,-22.85,-0.73,3159.82,3188.491,3218.618,2110492.83,2035179.73,2268609.98
2016-12-14,3149.38,3170.02,3140.53,3136.35,2013588.88,-14.51,-0.46,3179.358,3204.054,3223.156,2071931.93,2082948.98,2280717.79
2016-12-13,3138.99,3162.5,3155.04,3118.71,1851645.0,2.07,0.07,3195.7,3215.004,3226.382,2007359.85,2125166.14,2290921.84
2016-12-12,3233.67,3245.09,3152.97,3149.9,2747084.5,-79.91,-2.47,3204.622,3227.792,3228.98,1952176.23,2260837.91,2318782.77
2016-12-09,3209.34,3244.8,3232.88,3207.04,2040239.5,17.51,0.55,3214.97,3240.195,3231.85,1848780.13,2267680.71,2346232.71
2016-12-08,3225.55,3228.12,3215.37,3211.47,1707101.75,-6.87,-0.21,3217.162,3243.101,3230.008,1959866.63,2297578.36,2399648.02
2016-12-07,3198.47,3222.43,3222.24,3189.49,1690728.5,22.59,0.71,3228.75,3245.738,3227.803,2093966.03,2359192.71,2436389.23
2016-12-06,3202.03,3215.31,3199.65,3196.52,1575726.88,-5.06,-0.16,3234.308,3247.628,3223.11,2242972.43,2440079.46,2472410.28
2016-12-05,3203.78,3219.52,3204.71,3194.88,2230104.0,-39.13,-1.21,3250.962,3252.498,3220.522,2569499.6,2544138.33,2489047.42
2016-12-02,3270.12,3279.71,3243.84,3235.28,2595672.0,-29.47,-0.9,3265.42,3253.842,3216.953,2686581.3,2551780.78,2467251.47
2016-12-01,3257.03,3279.67,3273.31,3256.26,2377598.75,23.28,0.72,3269.04,3248.744,3211.027,2635290.1,2502040.23,2436309.47
2016-11-30,3272.14,3277.27,3250.03,3239.52,2435760.5,-32.89,-1.0,3262.726,3242.258,3203.809,2624419.4,2478486.6,2428922.66
2016-11-29,3269.23,3301.21,3282.92,3263.4,3208362.75,5.92,0.18,3260.948,3237.761,3196.444,2637186.5,2456677.55,2398495.66
2016-11-28,3270.05,3288.34,3277.0,3267.67,2815512.5,15.06,0.46,3254.034,3230.168,3188.42,2518777.05,2376727.63,2318193.54
2016-11-25,3241.24,3262.44,3261.94,3209.6,2339216.0,20.2,0.62,3242.264,3223.505,3179.594,2416980.25,2424784.7,2253171.3
2016-11-24,3237.43,3257.86,3241.74,3232.87,2323245.25,0.6,0.02,3228.448,3216.915,3171.711,2368790.35,2501717.67,2227097.56
2016-11-23,3247.94,3262.88,3241.14,3231.59,2499596.0,-7.21,-0.22,3221.79,3209.869,3165.241,2332553.8,2513585.75,2189939.69
2016-11-22,3220.98,3249.68,3248.35,3220.98,2616315.5,30.2,0.94,3214.574,3198.592,3159.0,2276168.6,2504741.1,2160791.53
2016-11-21,3188.5,3229.76,3218.15,3188.28,2306528.5,25.29,0.79,3206.302,3188.546,3153.179,2234678.2,2433956.53,2131666.2
2016-11-18,3207.19,3212.39,3192.86,3187.5,2098266.5,-15.59,-0.49,3204.746,3180.064,3148.684,2432589.15,2382722.16,2136600.95
2016-11-17,3198.5,3211.05,3208.45,3187.21,2142062.5,3.39,0.11,3205.382,3173.31,3143.588,2634645.0,2370578.71,2125381.66
2016-11-16,3208.5,3210.89,3205.06,3195.41,2217670.0,-1.93,-0.06,3197.948,3165.359,3137.389,2694617.7,2379358.71,2098624.22
2016-11-15,3209.95,3214.29,3206.99,3195.04,2408863.5,-3.38,-0.1,3182.61,3155.126,3131.371,2733313.6,2340313.78,2078975.79
2016-11-14,3187.71,3221.46,3210.37,3186.8,3296083.25,14.33,0.45,3170.79,3146.671,3125.216,2633234.85,2259659.46,2049553.84
2016-11-11,3169.4,3202.74,3196.04,3166.07,3108545.75,24.76,0.78,3155.382,3135.683,3116.756,2332855.18,2081557.9,1966616.31
2016-11-10,3148.54,3172.31,3171.28,3148.54,2441926.0,42.91,1.37,3141.238,3126.506,3110.144,2106512.43,1952477.45,1888875.87
2016-11-09,3146.08,3146.95,3128.37,3096.95,2411149.5,-19.52,-0.62,3132.77,3120.613,3104.648,2064099.73,1866293.64,1844157.94
2016-11-08,3140.94,3156.88,3147.89,3134.95,1908469.75,14.56,0.47,3127.642,3119.407,3101.154,1947313.95,1816841.95,1794847.25
2016-11-07,3124.89,3139.2,3133.33,3117.1,1794184.88,8.01,0.26,3122.552,3117.812,3097.022,1886084.08,1829375.88,1783060.51
2016-11-04,3126.35,3141.33,3125.32,3119.54,1976832.0,-3.62,-0.12,3115.984,3117.304,3092.763,1830260.62,1890479.74,1773376.82
2016-11-03,3096.77,3140.93,3128.94,3094.1,2229862.5,26.21,0.84,3111.774,3113.866,3086.732,1798442.47,1880184.61,1725202.0
2016-11-02,3115.73,3118.98,3102.73,3099.82,1827220.62,-19.71,-0.63,3108.456,3109.418,3080.209,1668487.55,1817889.72,1670315.84
2016-11-01,3101.66,3122.61,3122.44,3097.04,1602320.38,21.95,0.71,3111.172,3107.617,3074.465,1686369.95,1817637.8,1631267.66
2016-10-31,3097.19,3102.3,3100.49,3081.07,1515067.62,-3.78,-0.12,3113.072,3103.761,3068.252,1772667.67,1839448.22,1612002.36
2016-10-28,3111.7,3128.64,3104.27,3101.24,1817741.25,-8.08,-0.26,3118.624,3097.829,3062.249,1950698.85,1851674.72,1608414.12
2016-10-27,3112.6,3114.76,3112.35,3100.39,1580087.88,-3.96,-0.13,3115.958,3093.783,3058.731,1961926.75,1825274.3,1580322.55
2016-10-26,3129.84,3129.84,3116.31,3110.39,1916632.62,-15.63,-0.5,3110.38,3088.683,3055.229,1967291.9,1822022.24,1570972.93
2016-10-25,3127.97,3132.5,3131.94,3121.05,2033809.0,3.69,0.12,3104.062,3082.902,3050.707,1948905.65,1772852.55,1533001.91
2016-10-24,3092.05,3137.03,3128.25,3090.79,2405223.5,37.31,1.21,3094.45,3076.233,3045.26,1906228.77,1736745.15,1490773.51
2016-10-21,3081.39,3101.85,3090.94,3069.27,1873880.75,6.48,0.21,3077.034,3068.222,3040.15,1752650.6,1656273.9,1430124.85
2016-10-20,3084.91,3089.68,3084.46,3076.29,1606913.62,-0.26,-0.01,3071.608,3059.598,3035.745,1688621.85,1570219.39,1403137.51
2016-10-19,3085.75,3096.22,3084.72,3076.77,1824701.38,0.84,0.03,3066.986,3051.0,3032.698,1676752.57,1522741.95,1390485.62
2016-10-18,3037.4,3084.19,3083.88,3037.4,1820424.62,42.71,1.4,3061.742,3041.314,3029.561,1596799.45,1444897.51,1402256.59
2016-10-17,3064.69,3068.81,3041.17,3033.75,1637332.62,-22.64,-0.74,3058.016,3032.743,3029.309,1567261.52,1384556.5,1391581.82
2016-10-14,3056.99,3064.79,3063.81,3043.18,1553737.0,2.46,0.08,3059.41,3026.669,3032.048,1559897.2,1365153.53,1382657.08
2016-10-13,3057.97,3065.0,3061.35,3052.64,1547567.25,2.85,0.09,3047.588,3023.678,3033.454,1451816.92,1335370.8,1398448.61
2016-10-12,3057.32,3060.51,3058.5,3048.89,1424935.75,-6.75,-0.22,3035.014,3021.774,3034.922,1368731.32,1319923.63,1407524.51
2016-10-11,3051.62,3066.1,3065.25,3048.02,1672735.0,17.11,0.56,3020.886,3018.511,3035.602,1292995.57,1293151.26,1408759.38
2016-10-10,3020.46,3048.24,3048.14,3014.62,1600511.0,43.44,1.45,3007.47,3014.286,3035.707,1201851.47,1244801.87,1400346.09
2016-09-30,2994.25,3009.2,3004.7,2993.06,1013335.62,6.22,0.21,2993.928,3012.077,3036.466,1170409.85,1203975.8,1397916.09
2016-09-29,2992.17,3009.2,2998.48,2991.91,1132139.25,10.62,0.35,2999.768,3011.892,3040.505,1218924.68,1236055.64,1417933.61
2016-09-28,3000.7,3000.7,2987.86,2984.32,1046257.0,-10.31,-0.34,3008.534,3014.395,3044.315,1271115.93,1258229.29,1431544.06
2016-09-27,2974.59,2998.23,2998.17,2969.13,1217014.5,17.74,0.59,3016.136,3017.807,3048.423,1293306.95,1359615.68,1451481.21
2016-09-26,3028.24,3028.24,2980.43,2980.12,1443302.88,-53.47,-1.76,3021.102,3025.875,3052.03,1287752.27,1398607.15,1465462.44
2016-09-23,3044.79,3046.8,3033.9,3032.8,1255909.75,-8.41,-0.28,3030.226,3037.427,3056.425,1237541.75,1400160.64,1480313.78
2016-09-22,3038.42,3054.44,3042.31,3035.07,1393095.5,16.44,0.54,3024.016,3043.23,3059.024,1253186.6,1461526.42,1490372.01
